"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.520065564E1,1.434314013E0,2.134789944E0,8.193464279E-1,2.699243109E0
1.520565564E1,1.516878009E0,2.112904549E0,6.012716293E-1,2.669608978E0
1.521065564E1,1.545928001E0,1.932783484E0,1.514186859E-1,2.479611462E0
1.521565564E1,1.355567098E0,1.494306564E0,-6.759281158E-1,2.127767159E0
1.522065564E1,9.476269484E-1,7.923676968E-1,-1.408458710E0,1.873392467E0
1.522565564E1,3.266286850E-1,1.054358482E-1,-1.472750664E0,1.512216100E0
1.523065564E1,-2.616902888E-1,-4.124982357E-1,-7.991600037E-1,9.366393720E-1
1.523565564E1,-9.446907043E-1,-6.849954128E-1,3.266916275E-1,1.211770053E0
1.524065564E1,-1.496740460E0,-7.128216028E-1,2.031080246E0,2.621761547E0
1.524565564E1,-1.675387383E0,-9.706292152E-1,3.839654922E0,4.300231840E0
1.525065564E1,-1.529078841E0,-1.800168395E0,4.701729774E0,5.261649098E0
1.525565564E1,-1.721941233E0,-3.140519142E0,1.967031956E0,4.086215462E0
1.526065564E1,-2.067722559E0,-4.754471302E0,-3.822080612E0,6.441178009E0
1.526565564E1,-2.145579338E0,-6.600057125E0,-1.012074471E1,1.227166403E1
1.527065564E1,-2.399595499E0,-1.071907043E1,-1.992745399E0,1.116367161E1
1.527565564E1,6.369307041E-1,-1.551027584E1,1.042428398E1,1.869866396E1
1.528065564E1,2.955554962E0,-1.530536270E1,-5.059768677E0,1.638873673E1
1.528565564E1,-3.787222385E0,-7.009603500E0,-1.530090141E1,1.725094718E1
1.529065564E1,-2.421443224E0,-1.311806679E0,-3.084809303E0,4.135247573E0
1.529565564E1,-1.035412326E-1,-3.350559473E-1,3.974826813E0,3.990267092E0
1.530065564E1,-1.310946941E-1,4.224745333E-1,-5.075742722E0,5.094981327E0
1.530565564E1,3.168323040E-1,7.731827497E-1,-6.735011101E0,6.786646359E0
1.531065564E1,6.621889472E-1,5.211572647E-1,-1.177686691E0,1.448117757E0
1.531565564E1,-3.117799759E-2,3.557829857E-1,4.589636803E0,4.603511658E0
1.532065564E1,-4.051244259E-1,5.014805794E-1,7.750577450E0,7.777342694E0
1.532565564E1,-5.108360052E-1,6.121301055E-1,8.981720924E0,9.017037621E0
1.533065564E1,-4.276328087E-1,6.435577869E-1,8.975354195E0,9.008552568E0
1.533565564E1,-1.268894076E-1,5.994556546E-1,7.490661621E0,7.515680909E0
1.534065564E1,3.441122472E-1,4.385827482E-1,4.294192314E0,4.330225825E0
1.534565564E1,7.118890285E-1,6.528866291E-2,-3.575887680E-1,7.993236675E-1
1.535065564E1,6.823452711E-1,-4.597603083E-1,-4.786649704E0,4.856849802E0
1.535565564E1,5.290162563E-1,-8.609285355E-1,-7.198145866E0,7.268724789E0
1.536065564E1,4.619620740E-1,-1.071305633E0,-7.070389748E0,7.165997202E0
1.536565564E1,2.369174361E-1,-1.207738042E0,-4.677634239E0,4.836840200E0
1.537065564E1,-1.065804660E-1,-1.364959240E0,-1.958024979E0,2.389212201E0
1.537565564E1,-7.162143588E-1,-1.238930464E0,-1.193474770E0,1.863409168E0
1.538065564E1,-2.444453001E0,2.604382515E0,8.483530045E0,9.204805309E0
1.538565564E1,-4.467791617E-1,4.323026180E0,1.542051697E1,1.602125184E1
1.539065564E1,4.213362038E-1,6.081920862E-2,3.660819530E0,3.685488137E0
1.539565564E1,1.063839912E0,-9.533782601E-1,-1.851736450E1,1.857238470E1
1.540065564E1,-1.663695425E-1,2.025855780E-1,-1.488637733E1,1.488868530E1
1.540565564E1,-6.398909688E-1,2.193932235E-2,2.427347660E0,2.510370182E0
1.541065564E1,-1.437482238E-1,9.620995820E-2,9.551218987E0,9.552785146E0
1.541565564E1,-1.152096540E-1,1.350371093E-1,8.301195145E0,8.303092744E0
1.542065564E1,-4.973421618E-2,9.960925579E-2,3.399051189E0,3.400874077E0
1.542565564E1,-9.505122304E-1,1.059896111E0,-5.444441795E0,5.627503863E0
1.543065564E1,-1.744539142E0,9.626776576E-1,-5.475140572E0,5.826433675E0
1.543565564E1,-2.620600224E0,7.778640091E-2,-2.314620972E0,3.497294168E0
1.544065564E1,-4.590037823E0,2.610959411E-1,-1.493602753E0,4.833990845E0
1.544565564E1,-4.594573498E0,1.002677202E0,6.391502380E0,7.935160356E0
1.545065564E1,-4.969794750E0,1.576027036E0,5.413349152E0,7.515788057E0
1.545565564E1,-4.419598579E0,6.011281610E-1,-6.551389694E-1,4.508149702E0
1.546065564E1,-4.590700150E0,9.193786383E-1,-6.269443512E0,7.824685738E0
1.546565564E1,-1.620798826E0,1.626408696E0,-4.235101700E0,4.817497326E0
1.547065564E1,1.241472435E1,2.578690529E0,-2.059879303E-1,1.268138228E1
1.547565564E1,1.592464542E1,2.684636354E0,4.077024460E-1,1.615449862E1
1.548065564E1,1.153830242E1,2.596082926E0,1.194540024E0,1.188692539E1
1.548565564E1,5.653956413E0,2.446145058E0,3.054912567E0,6.876288211E0
1.549065564E1,1.027723432E0,2.315314293E0,3.315690994E0,4.172613389E0
1.549565564E1,-7.512521744E-1,2.114884138E0,9.632978439E-1,2.442346716E0
1.550065564E1,-4.843751788E-1,1.315928817E0,-4.590644836E-1,1.475475572E0
1.550565564E1,-4.540881515E-2,1.755727828E-2,-5.964469910E-1,5.984306405E-1
1.551065564E1,1.852510273E-1,-1.418550968E0,-4.501695633E-1,1.499752456E0
1.551565564E1,3.583022356E-1,-2.392713785E0,-1.037642479E0,2.632520022E0
1.552065564E1,7.943996787E-1,-2.779660225E0,-1.684062004E0,3.345690758E0
1.552565564E1,9.885036349E-1,-2.392837524E0,-2.341001511E0,3.490429619E0
1.553065564E1,1.481149197E0,-1.734113455E0,-2.420190811E0,3.325398620E0
1.553565564E1,1.549625158E0,-1.215462208E0,-1.781806946E0,2.655846852E0
1.554065564E1,5.899382830E-1,-9.387673140E-1,-1.443609238E0,1.820252422E0
1.554565564E1,-1.882374287E-2,-7.808548808E-1,-1.686861992E0,1.858922284E0
1.555065564E1,-3.775372803E-1,-6.865878701E-1,-1.469961166E0,1.665750021E0
1.555565564E1,1.186368167E-1,-7.277153730E-1,-7.688741684E-1,1.065275479E0
1.556065564E1,7.017544508E-1,-8.748253584E-1,-5.082130432E-1,1.231283564E0
1.556565564E1,8.861945271E-1,-1.369262815E0,-4.511241913E-1,1.692257200E0
1.557065564E1,1.558665872E0,-1.269020915E0,-9.247245789E-1,2.212457667E0
1.557565564E1,1.477318525E0,-6.731609106E-1,-1.262356758E0,2.056492213E0
1.558065564E1,1.348163605E0,-3.168978095E-1,-7.320041656E-1,1.566460796E0
1.558565564E1,1.152077556E0,-8.110865951E-2,7.175064087E-2,1.157155765E0
1.559065564E1,1.373479605E0,3.158805668E-1,4.320392609E-1,1.474070785E0
1.559565564E1,1.521076679E0,6.028352976E-1,3.196620941E-1,1.667113828E0
1.560065564E1,1.340529799E0,6.195529103E-1,-2.500915527E-2,1.476987275E0
1.560565564E1,7.178484201E-1,4.857214689E-1,-6.784820557E-2,8.693877608E-1
1.561065564E1,-5.820804834E-1,2.962957621E-1,-1.662731171E-2,6.533646266E-1
1.561565564E1,-1.149083018E0,9.523928165E-3,4.587364197E-2,1.150037773E0
1.562065564E1,-1.508462906E0,-2.751910686E-1,-1.013011932E-1,1.536701791E0
1.562565564E1,-1.786936283E0,-4.348399043E-1,-5.288829803E-1,1.913620712E0
1.563065564E1,-1.721355438E0,-3.772895634E-1,-8.333663940E-1,1.949336171E0
1.563565564E1,-1.625019550E0,-2.744381726E-1,-1.012245178E0,1.934074753E0
1.564065564E1,-2.141675472E0,-9.888657928E-2,-1.208805084E0,2.461252144E0
1.564565564E1,-2.377230167E0,4.293787479E-2,-8.920240402E-1,2.539443604E0
1.565065564E1,-1.989745617E0,2.344251871E-1,-4.665775299E-1,2.057118708E0
1.565565564E1,-1.614017010E0,3.716908097E-1,-7.513885498E-1,1.818732998E0
1.566065564E1,-1.326440334E0,1.321464777E-1,-8.955116272E-1,1.605879113E0
1.566565564E1,-1.147505760E0,-3.065735102E-1,-1.295294762E0,1.757425761E0
1.567065564E1,-9.994897842E-1,-7.748159766E-1,-1.565765381E0,2.012694923E0
1.567565564E1,-7.480916977E-1,-1.174040079E0,-1.449831009E0,2.009980410E0
1.568065564E1,-3.725214005E-1,-1.380865812E0,-1.575509071E0,2.127860761E0
1.568565564E1,4.975366592E-2,-1.514523983E0,-1.789007187E0,2.344526613E0
1.569065564E1,1.459894180E-1,-1.484921455E0,-2.035858154E0,2.524088561E0
1.569565564E1,9.283018112E-2,-1.362067342E0,-2.163449287E0,2.558194227E0
1.570065564E1,4.818387032E-1,-1.077390432E0,-2.102417469E0,2.411036684E0
1.570565564E1,6.816339493E-1,-5.896905661E-1,-2.406001568E0,2.569280707E0
1.571065564E1,7.513155937E-1,-3.276046515E-1,-3.311424255E0,3.411353181E0
1.571565564E1,-5.493936539E-1,-2.652677894E-1,-3.644425392E0,3.695136916E0
1.572065564E1,-1.001459599E0,-1.722105742E-1,-3.278832912E0,3.432684529E0
1.572565564E1,9.425177574E-1,-6.937927008E-2,-1.626640320E0,1.881252757E0
1.573065564E1,3.789925098E0,-7.206541300E-2,5.348935127E-1,3.828163626E0
1.573565564E1,6.351752281E0,1.123108864E-1,1.357687950E0,6.496205611E0
1.574065564E1,8.117486000E0,4.645536542E-1,1.530864477E0,8.273628896E0
1.574565564E1,9.198991776E0,6.815243363E-1,1.277559280E0,9.312254444E0
1.575065564E1,1.001682568E1,7.576216459E-1,1.073791981E0,1.010266383E1
1.575565564E1,1.095764732E1,6.588295698E-1,1.062997341E0,1.102878301E1
1.576065564E1,1.203568268E1,3.152974844E-1,1.017096758E0,1.208269655E1
1.576565564E1,1.302825928E1,-5.256718397E-2,1.027666450E0,1.306883321E1
1.577065564E1,1.276600170E1,-4.415148497E-1,5.189876556E-1,1.278417314E1
1.577565564E1,1.008600235E1,-6.948749423E-1,-3.615297675E-1,1.011637279E1
1.578065564E1,7.830039978E0,-9.450820684E-1,-1.098724961E0,7.963033512E0
1.578565564E1,6.047649384E0,-1.120347261E0,-1.898496747E0,6.436888297E0
1.579065564E1,-5.649566650E-2,-5.700495839E-1,-3.589187145E0,3.634613136E0
1.579565564E1,-1.101812840E1,-1.850436628E-1,-3.824054241E0,1.166433819E1
1.580065564E1,-1.743264389E1,-1.884941101E0,2.564174891E0,1.772075249E1
1.580565564E1,-1.765545845E1,-3.128582001E0,6.472527981E0,1.906297083E1
1.581065564E1,-1.429436111E1,-2.852814913E0,5.121249676E0,1.544974145E1
1.581565564E1,-7.564209938E0,-2.012823820E0,2.112503290E0,8.107490479E0
1.582065564E1,-5.557126999E-1,-1.158930182E0,-2.452966690E0,2.769292573E0
1.582565564E1,5.319701672E0,-4.983305335E-1,-8.351034164E0,9.913996712E0
1.583065564E1,8.031922340E0,-2.254365385E-1,-1.053736305E1,1.325136288E1
1.583565564E1,8.174648285E0,-2.165702283E-1,-9.029027939E0,1.218175368E1
1.584065564E1,8.145539284E0,-1.422965825E-1,-8.739491463E0,1.194775165E1
1.584565564E1,7.926105022E0,9.835639596E-2,-6.537493706E0,1.027480602E1
1.585065564E1,6.659121037E0,2.243990153E-1,-2.248954773E-2,6.662938817E0
1.585565564E1,4.502300262E0,-2.013516426E-1,6.936471462E0,8.271994106E0
1.586065564E1,2.785215378E0,-1.269182444E0,1.047291374E1,1.091101146E1
1.586565564E1,1.584978104E-1,-1.935179591E0,1.067481995E1,1.084996878E1
1.587065564E1,-1.136254787E0,-1.463654280E0,9.178714752E0,9.363875442E0
1.587565564E1,6.166315079E-1,-6.757626534E-1,4.327549934E0,4.423186410E0
1.588065564E1,3.014513016E0,-4.631780088E-2,2.695856094E-1,3.026897828E0
1.588565564E1,4.213849545E0,4.329898953E-1,-2.153470516E0,4.751993634E0
1.589065564E1,4.397314548E0,3.428623974E-1,-2.506111145E0,5.072920553E0
1.589565564E1,3.916545868E0,-2.494612038E-1,-5.810699463E-1,3.967266655E0
1.590065564E1,2.941958427E0,-8.908957243E-1,2.268604279E0,3.820390026E0
1.590565564E1,1.190490246E0,-1.379576802E0,4.092582703E0,4.479925486E0
1.591065564E1,-3.652901649E-1,-1.154610753E0,3.408293724E0,3.617047001E0
1.591565564E1,-3.474204540E-1,-9.423642159E-1,7.120237350E-1,1.231149498E0
1.592065564E1,6.489882469E-1,-1.155210018E0,-3.649652481E0,3.882738616E0
1.592565564E1,1.616198778E0,-1.364560008E0,-2.457597733E0,3.242515863E0
1.593065564E1,1.975899577E0,-1.452394366E0,8.973226547E-1,2.611286365E0
1.593565564E1,1.236706495E0,-1.362156034E0,-1.063413620E-1,1.842883746E0
1.594065564E1,3.575468063E-2,-9.014105797E-1,8.524551392E-1,1.241168480E0
1.594565564E1,-1.491490006E0,-1.240369231E-1,7.681653023E0,7.826092305E0
1.595065564E1,-1.129581928E0,1.776528955E-1,1.132037354E1,1.137797754E1
1.595565564E1,1.064770103E0,1.409941912E-2,1.084170914E1,1.089387861E1
1.596065564E1,2.411736965E0,-4.827966690E-1,7.679109573E0,8.063392069E0
1.596565564E1,2.543358803E0,-6.561814547E-1,4.322380066E0,5.057886667E0
1.597065564E1,2.422223091E0,-3.620590568E-1,1.843832970E0,3.065611111E0
1.597565564E1,2.409213066E0,-1.426298767E-1,-1.332330704E-1,2.417106107E0
1.598065564E1,2.233422279E0,-1.494074017E-1,-7.701244354E-1,2.367190169E0
1.598565564E1,1.150501847E0,3.513924778E-2,6.498336792E-3,1.151056687E0
1.599065564E1,-4.137011766E-1,7.652511448E-2,5.075397491E-1,6.592430156E-1
1.599565564E1,-1.376836777E0,-1.680825204E-1,-3.261117935E-1,1.424878993E0
1.600065564E1,-1.444836974E0,-4.728676677E-1,-1.698555946E0,2.279528463E0
1.600565564E1,-1.022110224E0,-5.825616717E-1,-2.607289314E0,2.860427412E0
1.601065564E1,-6.657234430E-1,-4.554550052E-1,-2.667501926E0,2.786789101E0
1.601565564E1,-3.940862417E-1,-3.583109081E-1,-1.868270874E0,1.942711181E0
1.602065564E1,-1.279513836E-1,-1.529117674E-1,-8.503580093E-1,8.734198928E-1
1.602565564E1,4.286730289E-2,2.548785210E-1,1.732234955E-1,3.111383061E-1
1.603065564E1,1.031030416E-1,5.332148075E-1,9.039525986E-1,1.054551359E0
1.603565564E1,-1.219598651E-1,3.924627304E-1,1.444088936E0,1.501430670E0
1.604065564E1,-4.126481414E-1,3.542168140E-1,1.444714546E0,1.543680070E0
1.604565564E1,-5.338959098E-1,2.250250876E-1,1.232172012E0,1.361590614E0
1.605065564E1,-3.285864592E-1,-1.420201659E-1,4.980106354E-1,6.133134448E-1
1.605565564E1,1.791315079E-1,-4.493227005E-1,-5.930728912E-1,7.653198290E-1
1.606065564E1,6.710610986E-1,-3.484354913E-1,-9.641132355E-1,1.225252880E0
1.606565564E1,1.132983208E0,-2.121281624E-2,-4.654779434E-1,1.225059447E0
1.607065564E1,1.168234229E0,4.723687172E-1,5.444784164E-1,1.372719988E0
1.607565564E1,8.696971536E-1,9.630706310E-1,1.072573662E0,1.683535696E0
1.608065564E1,4.561001658E-1,1.227364302E0,1.124529839E0,1.725983154E0
1.608565564E1,9.041106701E-2,1.420860052E0,1.037626266E0,1.761728049E0
1.609065564E1,2.739119530E-2,1.449972630E0,3.906946182E-1,1.501936480E0
1.609565564E1,6.393450499E-2,1.231704235E0,-5.538625717E-1,1.352015788E0
1.610065564E1,1.615425348E-1,1.177239060E0,-1.244405746E0,1.720620079E0
1.610565564E1,1.857949644E-1,1.063353300E0,-1.252147675E0,1.653213177E0
1.611065564E1,2.947989106E-1,9.034816027E-1,-9.246587753E-1,1.325963519E0
1.611565564E1,2.636853456E-1,7.752106786E-1,-2.648410797E-1,8.605941873E-1
1.612065564E1,2.281872481E-1,6.368185878E-1,2.844648361E-1,7.338443820E-1
1.612565564E1,-3.485628963E-2,7.072859406E-1,6.666116714E-1,9.725427925E-1
1.613065564E1,-7.394558191E-2,6.568391323E-1,5.449361801E-1,8.566568947E-1
1.613565564E1,-1.057888791E-1,6.116428375E-1,-8.544540405E-2,6.265773414E-1
1.614065564E1,-3.369349241E-2,3.877941668E-1,-3.983793259E-1,5.569790432E-1
1.614565564E1,-1.075790673E-1,1.227154806E-1,1.359806061E-1,2.124219154E-1
1.615065564E1,-7.515257597E-1,-7.333258390E-1,1.480316162E0,1.814908729E0
1.615565564E1,-1.042781591E0,-1.630164027E0,3.039028168E0,3.602848929E0
1.616065564E1,-8.247812986E-1,-2.461988926E0,3.327445030E0,4.220609445E0
1.616565564E1,-4.874756932E-1,-2.785304070E0,2.004707336E0,3.466179859E0
1.617065564E1,-8.123096824E-2,-2.734161139E0,1.914259911E0,3.338656407E0
1.617565564E1,1.237106323E-1,-2.242787838E0,3.071412086E0,3.805124678E0
1.618065564E1,8.130370975E-1,-1.263137579E0,4.299068451E-1,1.562487043E0
1.618565564E1,1.894639850E0,-3.245800734E-3,-4.868370056E0,5.224049933E0
1.619065564E1,4.403851032E-1,1.320930243E0,-5.663910866E0,5.832553647E0
1.619565564E1,-3.913642883E0,2.655421495E0,9.514064789E-1,4.824213742E0
1.620065564E1,-6.706685066E0,1.484872341E0,3.172530174E0,7.566334526E0
1.620565564E1,-2.825867653E0,-3.003956974E-1,-2.048125267E0,3.502939148E0
1.621065564E1,7.231209278E-1,-7.410350442E-1,-4.002782345E0,4.134525766E0
1.621565564E1,1.750581145E0,-1.266315728E-1,-1.840736389E0,2.543399370E0
1.622065564E1,9.796540737E-1,6.968978643E-1,8.575105667E-1,1.476723776E0
1.622565564E1,-4.770363569E-1,1.278221965E0,2.119086266E0,2.520305870E0
1.623065564E1,-1.248689294E0,9.648156166E-1,2.231264114E0,2.732880106E0
1.623565564E1,-1.449158907E0,5.046204329E-1,1.617160797E0,2.229330025E0
1.624065564E1,-1.186885595E0,4.006611705E-1,1.057405472E0,1.639308733E0
1.624565564E1,-9.077583551E-1,4.455375075E-1,5.232458115E-1,1.138558335E0
1.625065564E1,-7.001358271E-1,4.095358551E-1,1.011247635E-1,8.173958715E-1
1.625565564E1,-6.393455863E-1,2.947783470E-1,6.168270111E-2,7.067261197E-1
1.626065564E1,-5.581483245E-1,1.213399768E-1,1.826906204E-1,5.996905910E-1
1.626565564E1,-8.699143529E-1,9.508635104E-2,3.220710754E-1,9.324817281E-1
1.627065564E1,-1.126417279E0,1.973935664E-1,2.685012817E-1,1.174679976E0
1.627565564E1,-1.125481725E0,3.695268333E-1,3.971891403E-1,1.249407222E0
1.628065564E1,-1.064607739E0,5.463413596E-1,3.814687729E-1,1.255944642E0
1.628565564E1,-9.640117288E-1,7.730654478E-1,3.062248230E-2,1.236077075E0
1.629065564E1,-6.399424672E-1,8.411431313E-1,-2.684602737E-1,1.090467353E0
1.629565564E1,-8.073345423E-1,7.164446115E-1,-4.127025604E-2,1.080178309E0
1.630065564E1,-7.906140089E-1,5.322139263E-1,4.475679398E-1,1.052919387E0
1.630565564E1,-9.506306648E-1,2.849666476E-1,6.749448776E-1,1.200189668E0
1.631065564E1,-1.205321193E0,-6.229230762E-2,5.441188812E-1,1.323912711E0
1.631565564E1,-1.697311163E0,5.502818525E-2,1.100869179E0,2.023809831E0
1.632065564E1,-2.013280392E0,4.599370360E-1,1.759829521E0,2.713271081E0
1.632565564E1,-2.023512840E0,6.038104892E-1,1.869630814E0,2.820409669E0
1.633065564E1,-1.791412592E0,5.213607550E-1,1.747339249E0,2.556202371E0
1.633565564E1,-1.230286598E0,2.831906080E-1,1.681943893E0,2.103030503E0
1.634065564E1,-1.211130023E0,9.610950947E-2,1.420789719E0,1.869416057E0
1.634565564E1,-1.312998295E0,3.298029304E-2,1.194799423E0,1.775555655E0
1.635065564E1,-1.222666025E0,-3.516227007E-3,9.623489380E-1,1.555969168E0
1.635565564E1,-1.010410070E0,5.369883776E-2,6.923122406E-1,1.226013179E0
1.636065564E1,-1.012346745E0,2.119914293E-1,3.434133530E-1,1.089825228E0
1.636565564E1,-9.208832383E-1,3.637089133E-1,7.041740417E-2,9.926070336E-1
1.637065564E1,-1.195356488E0,4.549888372E-1,-2.271394730E-1,1.299032069E0
1.637565564E1,-1.713484049E0,4.599040151E-1,-4.052715302E-1,1.819830844E0
1.638065564E1,-2.288510323E0,3.024370372E-1,-5.083713531E-1,2.363723565E0
1.638565564E1,-2.508895397E0,1.591740251E-1,-4.459714890E-1,2.553190759E0
1.639065564E1,-2.120503426E0,1.737894416E-1,2.266120911E-2,2.127733789E0
1.639565564E1,-1.690368295E0,3.009338081E-1,7.843532562E-1,1.887621826E0
1.640065564E1,-1.887734056E0,4.053343236E-1,1.395312309E0,2.382169645E0
1.640565564E1,-2.220097065E0,3.672659993E-1,1.934939384E0,2.967777908E0
1.641065564E1,-2.657798767E0,2.974166274E-1,2.212538719E0,3.470976595E0
1.641565564E1,-2.849166155E0,2.367160469E-1,2.270567894E0,3.650926023E0
1.642065564E1,-3.091753721E0,2.627210915E-1,1.939030647E0,3.658934721E0
1.642565564E1,-3.124711514E0,3.077614009E-1,1.589068413E0,3.519044976E0
1.643065564E1,-2.942006826E0,2.148189247E-1,1.340809822E0,3.240265779E0
1.643565564E1,-3.017037153E0,1.878496855E-1,1.236618042E0,3.266041162E0
1.644065564E1,-2.794821978E0,1.206234097E-1,1.266312599E0,3.070688439E0
1.644565564E1,-2.799032450E0,1.581241935E-1,1.218577385E0,3.056880233E0
1.645065564E1,-2.744881392E0,7.353189588E-2,1.085725784E0,2.952724381E0
1.645565564E1,-2.718763351E0,1.578696519E-1,8.963766098E-1,2.867069587E0
1.646065564E1,-2.487664700E0,2.012752891E-1,9.006824493E-1,2.653340588E0
1.646565564E1,-2.197105646E0,2.593228817E-1,8.598136902E-1,2.373562967E0
1.647065564E1,-1.615233421E0,4.655514359E-1,8.909912109E-1,1.902520035E0
1.647565564E1,-9.668157101E-1,3.477478623E-1,5.763263702E-1,1.178054871E0
1.648065564E1,-1.312539577E0,3.399532139E-1,-9.234428406E-3,1.355881117E0
1.648565564E1,-1.969274521E0,4.122874737E-1,-4.871940613E-2,2.012559733E0
1.649065564E1,-2.300186634E0,3.294808269E-1,3.634538651E-1,2.351917277E0
1.649565564E1,-2.784202576E0,1.991310716E-2,3.287124634E-1,2.803610600E0
1.650065564E1,-3.519578457E0,-3.328022361E-2,2.648544312E-1,3.529686666E0
1.650565564E1,-3.452845097E0,-2.767387033E-2,3.090610504E-1,3.466759847E0
1.651065564E1,-3.187650681E0,1.185831428E-2,6.731510162E-2,3.188383415E0
1.651565564E1,-3.119107485E0,2.943674326E-1,-1.364073753E-1,3.135935372E0
1.652065564E1,-2.922774792E0,3.648812473E-1,-3.468494415E-1,2.965814448E0
1.652565564E1,-2.613515377E0,3.043980002E-1,-6.104464531E-1,2.701067500E0
1.653065564E1,-2.722063541E0,3.557128608E-1,-9.090771675E-1,2.891813075E0
1.653565564E1,-2.893900871E0,5.325393677E-1,-1.098191261E0,3.140745847E0
1.654065564E1,-2.698480606E0,7.366449237E-1,-1.066080093E0,2.993487947E0
1.654565564E1,-2.311769962E0,8.036957979E-1,-9.715232849E-1,2.633261246E0
1.655065564E1,-2.343046665E0,9.631428719E-1,-1.012512684E0,2.728130093E0
1.655565564E1,-2.842594624E0,1.141142964E0,-9.792256355E-1,3.215810054E0
1.656065564E1,-3.180649281E0,1.121982932E0,-1.055503845E0,3.534043564E0
1.656565564E1,-3.702189445E0,1.034187078E0,-9.882297516E-1,3.968922731E0
1.657065564E1,-3.912186623E0,7.757568955E-1,-9.822564125E-1,4.107533395E0
1.657565564E1,-4.059572220E0,6.613518000E-1,-9.185986519E-1,4.214420043E0
1.658065564E1,-4.155281067E0,6.737504005E-1,-1.037968159E0,4.335628933E0
1.658565564E1,-4.140686035E0,7.793965340E-1,-1.472047567E0,4.463145061E0
1.659065564E1,-4.382441044E0,8.227578998E-1,-1.845775127E0,4.825930572E0
1.659565564E1,-4.959172249E0,7.770694494E-1,-1.875610590E0,5.358651081E0
1.660065564E1,-4.649502277E0,4.993585348E-1,-1.784433246E0,5.005140596E0
1.660565564E1,-3.970241547E0,2.469115257E-1,-1.607593775E0,4.290470951E0
1.661065564E1,-3.662878990E0,1.773960590E-1,-1.682012558E0,4.034515845E0
1.661565564E1,-4.235234261E0,1.744058132E-1,-2.512700081E0,4.927604725E0
1.662065564E1,-4.718686104E0,1.912810802E-1,-2.946144104E0,5.566179307E0
1.662565564E1,-4.719481468E0,3.745233417E-1,-2.525304794E0,5.365718719E0
1.663065564E1,-4.759697914E0,5.510942936E-1,-1.840520978E0,5.132830274E0
1.663565564E1,-4.997846127E0,7.643509507E-1,-1.228856206E0,5.203151531E0
1.664065564E1,-5.531431198E0,1.020694971E0,-9.775588512E-1,5.709130462E0
1.664565564E1,-5.524827003E0,1.087577581E0,-1.006567717E0,5.720115120E0
1.665065564E1,-5.075462341E0,1.034176707E0,-1.102170467E0,5.295717060E0
1.665565564E1,-5.298518181E0,9.643032551E-1,-1.476994514E0,5.584414784E0
1.666065564E1,-5.963791370E0,9.036652446E-1,-1.684687018E0,6.262714167E0
1.666565564E1,-6.481989384E0,9.280587435E-1,-1.807270288E0,6.792915817E0
1.667065564E1,-6.507497787E0,1.089874148E0,-1.670999527E0,6.806437580E0
1.667565564E1,-5.872859955E0,1.285420418E0,-1.448297143E0,6.183878582E0
1.668065564E1,-5.197826385E0,1.460884571E0,-1.622506380E0,5.637739779E0
1.668565564E1,-4.523303986E0,1.364365578E0,-2.126810789E0,5.181225387E0
1.669065564E1,-3.895659447E0,1.039294600E0,-2.640277386E0,4.819477198E0
1.669565564E1,-3.383877754E0,5.651472211E-1,-3.034010410E0,4.579873274E0
1.670065564E1,-3.312683105E0,1.890046000E-1,-3.354088783E0,4.717997845E0
1.670565564E1,-3.791765213E0,1.090869904E-1,-3.490701675E0,5.155034587E0
1.671065564E1,-4.347142696E0,2.092822790E-1,-3.573269129E0,5.631136738E0
1.671565564E1,-4.372190475E0,4.418250918E-1,-3.236070156E0,5.457417798E0
1.672065564E1,-4.005550861E0,6.415979862E-1,-2.469872952E0,4.749353438E0
1.672565564E1,-3.856169701E0,8.697381616E-1,-1.390636921E0,4.190508355E0
1.673065564E1,-4.151031971E0,8.731360435E-1,-3.952221870E-1,4.260238673E0
1.673565564E1,-1.241761112E1,-2.617093921E-1,4.031268597E0,1.305820372E1
1.674065564E1,-1.420618057E0,2.359622717E-1,5.919927120E0,6.092566862E0
1.674565564E1,-6.271209717E-1,4.125477314E0,-3.001394272E-1,4.183650016E0
1.675065564E1,-1.846128464E0,4.137376308E0,-4.611855507E0,6.464927242E0
1.675565564E1,-2.363180637E0,2.072188854E0,-4.204234600E0,5.249207363E0
1.676065564E1,-3.405326366E0,1.163412929E-1,-2.653194427E0,4.318474688E0
1.676565564E1,-4.679822922E0,-4.688038826E-1,-2.037065506E0,5.125441984E0
1.677065564E1,-3.991617680E0,-1.542828679E-1,-2.065446854E0,4.496986281E0
1.677565564E1,-2.692234516E0,2.770630121E-1,-2.470553398E0,3.664495149E0
1.678065564E1,-2.083726883E0,4.745128155E-1,-2.606822014E0,3.370845761E0
1.678565564E1,-2.017417908E0,4.504275918E-1,-2.297617435E0,3.090615782E0
1.679065564E1,-2.077433586E0,2.494461238E-1,-2.002861500E0,2.896447455E0
1.679565564E1,-2.152830601E0,8.258080482E-2,-1.679272652E0,2.731566551E0
1.680065564E1,-2.295338154E0,1.970161796E-1,-1.118156433E0,2.560794100E0
1.680565564E1,-2.250092983E0,5.265604258E-1,-3.320703506E-1,2.334620961E0
1.681065564E1,-1.928042412E0,8.712824583E-1,4.153752327E-1,2.156157983E0
