"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.510655635E0,-3.262879133E0,8.868506551E-2,1.477388382E0,3.582865014E0
3.515655635E0,-1.233238727E-1,-3.253097236E-1,-1.345932961E0,1.390169316E0
3.520655635E0,4.924043179E0,-8.633923531E-1,-4.079707146E0,6.452569874E0
3.525655635E0,1.046738434E1,-1.667008519E0,-5.571578979E0,1.197445383E1
3.530655635E0,9.720475197E0,-2.085177183E0,-3.694407463E0,1.060585916E1
3.535655635E0,5.412515163E0,-1.396377921E0,-3.231592178E-1,5.599073457E0
3.540655635E0,2.654867887E0,-3.626343012E-1,2.887322426E0,3.939093541E0
3.545655635E0,2.954426050E0,-1.229088567E-2,3.960718155E0,4.941262253E0
3.550655635E0,3.294543028E0,-1.471451819E-1,2.718795300E0,4.274051163E0
3.555655635E0,2.868561745E0,-2.331067175E-1,3.391170502E-1,2.897927811E0
3.560655635E0,2.554301977E0,-1.859047562E-1,-1.161158562E0,2.811993665E0
3.565655635E0,2.266970873E0,-3.789671361E-1,-1.264709473E0,2.623406770E0
3.570655635E0,2.303999901E0,-8.204740286E-1,-9.147348404E-1,2.611193789E0
3.575655635E0,2.536131620E0,-1.390125751E0,-6.551618576E-1,2.965408953E0
3.580655635E0,2.496831417E0,-1.823707819E0,-4.620351791E-1,3.126268357E0
3.585655635E0,2.073545933E0,-1.976769328E0,-2.382535934E-1,2.874712940E0
3.590655635E0,1.436597824E0,-1.859475374E0,6.325721741E-3,2.349787648E0
3.595655635E0,1.097758889E0,-1.513307691E0,3.126096725E-1,1.895494540E0
3.600655635E0,8.328169584E-1,-1.098386765E0,5.179567337E-1,1.472520543E0
3.605655635E0,6.400959492E-1,-6.872935295E-1,4.474534988E-1,1.040341220E0
3.610655635E0,4.941300750E-1,-4.230371714E-1,1.027650833E-1,6.585481317E-1
3.615655635E0,4.280560315E-1,-3.010196388E-1,-1.442966461E-1,5.428317521E-1
3.620655635E0,5.560863018E-1,-1.849850118E-1,-7.105159760E-2,5.903386818E-1
3.625655635E0,7.326929569E-1,-2.018749118E-1,1.768245697E-1,7.802944172E-1
3.630655635E0,1.173089623E0,-3.594165742E-1,3.952627182E-1,1.289012085E0
3.635655635E0,1.922260284E0,-4.966568947E-1,6.030750275E-1,2.074958352E0
3.640655635E0,2.720351458E0,-5.629315376E-1,7.857322693E-1,2.886967123E0
3.645655635E0,3.365090609E0,-5.943692923E-1,7.048807144E-1,3.489121162E0
3.650655635E0,3.636076927E0,-6.613572240E-1,3.508081436E-1,3.712346314E0
3.655655635E0,3.646719933E0,-8.220224977E-1,-1.349735260E-1,3.740655705E0
3.660655635E0,3.569168329E0,-1.115495563E0,-2.559490204E-1,3.748173264E0
3.665655635E0,3.329107523E0,-1.462754250E0,5.457782745E-2,3.636699827E0
3.670655635E0,2.808316231E0,-1.904113531E0,3.418388367E-1,3.410152809E0
3.675655635E0,2.253238201E0,-2.413817167E0,3.480863571E-1,3.320355376E0
3.680655635E0,1.809646606E0,-2.892707348E0,2.179107666E-1,3.419073229E0
3.685655635E0,1.575038791E0,-3.458161116E0,1.948461533E-1,3.804942906E0
3.690655635E0,1.654425740E0,-4.134957314E0,2.362422943E-1,4.459911091E0
3.695655635E0,1.733236551E0,-4.875113010E0,2.793550491E-1,5.181590012E0
3.700655635E0,1.475285530E0,-5.449318886E0,3.648939133E-1,5.657268889E0
3.705655635E0,6.348024607E-1,-5.936300755E0,4.404449463E-2,5.970308261E0
3.710655635E0,-5.161557794E-1,-6.127889156E0,-4.857177734E-1,6.168740881E0
3.715655635E0,-1.646644115E0,-6.122658730E0,-6.350126266E-1,6.371940662E0
3.720655635E0,-2.398369789E0,-5.952582359E0,-4.040765762E-1,6.430294882E0
3.725655635E0,-2.543431044E0,-5.620234966E0,-1.050949097E-3,6.168961311E0
3.730655635E0,-2.575809479E0,-5.217800140E0,3.491764069E-1,5.829421664E0
3.735655635E0,-2.522110939E0,-4.818411350E0,5.444507599E-1,5.465762358E0
3.740655635E0,-2.412177324E0,-4.381011963E0,5.030794144E-1,5.026425585E0
3.745655635E0,-2.453403234E0,-3.998618841E0,4.625186920E-1,4.714028384E0
3.750655635E0,-2.378636599E0,-3.744344711E0,4.065818787E-1,4.454586200E0
3.755655635E0,-2.120291233E0,-3.595353842E0,2.473220825E-1,4.181312279E0
3.760655635E0,-1.921657681E0,-3.452121973E0,1.265621185E-2,3.950958686E0
3.765655635E0,-1.712030888E0,-3.339084387E0,4.136943817E-2,3.752631841E0
3.770655635E0,-1.548098564E0,-3.307903767E0,2.751789093E-1,3.662589238E0
3.775655635E0,-1.401886940E0,-3.359487534E0,2.451944351E-1,3.648501582E0
3.780655635E0,-1.103399158E0,-3.418353796E0,6.937408447E-2,3.592693299E0
3.785655635E0,-5.943182111E-1,-3.438015699E0,1.758050919E-1,3.493432913E0
3.790655635E0,-3.221871853E-1,-3.408001661E0,3.990364075E-1,3.446376352E0
3.795655635E0,-1.712817848E-1,-3.340272903E0,3.645153046E-1,3.364466069E0
3.800655635E0,-8.226380497E-2,-3.300525427E0,1.180677414E-1,3.303660912E0
3.805655635E0,-1.447537541E-2,-3.367784262E0,-1.941013336E-2,3.367871304E0
3.810655635E0,3.705312610E-1,-3.334715128E0,-5.389595032E-2,3.355670302E0
3.815655635E0,8.386293650E-1,-3.347295046E0,1.030740738E-1,3.452290196E0
3.820655635E0,1.141222119E0,-3.447262764E0,3.181838989E-1,3.645167964E0
3.825655635E0,1.167832494E0,-3.644261360E0,2.107582092E-1,3.832609114E0
3.830655635E0,1.048985243E0,-3.739058495E0,9.891510010E-3,3.883429709E0
3.835655635E0,8.553895354E-1,-3.770449638E0,-9.486103058E-2,3.867425545E0
3.840655635E0,7.952334881E-1,-3.729202747E0,-7.768726349E-2,3.813841206E0
3.845655635E0,8.609238267E-1,-3.686551332E0,3.890419006E-2,3.785942960E0
3.850655635E0,9.315381050E-1,-3.752337217E0,2.140626907E-1,3.872159691E0
3.855655635E0,7.863258719E-1,-3.995631933E0,3.048734665E-1,4.083666337E0
3.860655635E0,3.565847576E-1,-4.172250271E0,3.045206070E-1,4.198518526E0
3.865655635E0,-1.833364218E-1,-4.341296196E0,1.422281265E-1,4.347492811E0
3.870655635E0,-7.084344625E-1,-4.445852280E0,2.224912643E-1,4.507436549E0
3.875655635E0,-9.412577152E-1,-4.426987171E0,3.586454391E-1,4.540133043E0
3.880655635E0,-8.654757142E-1,-4.365809441E0,3.471298218E-1,4.464284870E0
3.885655635E0,-6.283260584E-1,-4.360062599E0,9.262371063E-2,4.406077468E0
3.890655635E0,-3.647184968E-1,-4.402169704E0,-3.922080994E-2,4.417426396E0
3.895655635E0,-8.182594180E-2,-4.468503952E0,1.077156067E-1,4.470550940E0
3.900655635E0,3.203742206E-1,-4.640337944E0,2.422256470E-1,4.657687102E0
3.905655635E0,5.335716009E-1,-4.637879848E0,3.371629715E-1,4.680631048E0
3.910655635E0,6.563211679E-1,-4.481631279E0,2.013397217E-1,4.533907154E0
3.915655635E0,5.610167980E-1,-4.290118217E0,-9.590339661E-2,4.327707433E0
3.920655635E0,4.570073783E-1,-4.231552601E0,-2.163743973E-1,4.261655903E0
3.925655635E0,3.050881326E-1,-4.321078777E0,-2.374992371E-1,4.338341441E0
3.930655635E0,9.050309658E-2,-4.411956787E0,-2.242174149E-1,4.418577480E0
3.935655635E0,-3.685688972E-1,-4.653161049E0,-1.220159531E-1,4.669329574E0
3.940655635E0,-8.877648711E-1,-4.786210537E0,-7.863235474E-2,4.868482394E0
3.945655635E0,-1.252631783E0,-4.907181740E0,3.209114075E-3,5.064536436E0
3.950655635E0,-1.579425097E0,-4.801017284E0,8.706188202E-2,5.054891727E0
3.955655635E0,-2.125833750E0,-4.547244549E0,2.182006836E-2,5.019669136E0
3.960655635E0,-2.907999992E0,-4.223268986E0,-9.007263184E-2,5.128408911E0
3.965655635E0,-3.942512274E0,-3.840586662E0,-9.239101410E-2,5.504729334E0
3.970655635E0,-5.048572063E0,-3.518809795E0,1.247987747E-1,6.155134198E0
3.975655635E0,-5.527200699E0,-4.033539772E0,9.426870346E-1,6.907101382E0
3.980655635E0,-5.816932678E0,-4.720332623E0,1.774144173E0,7.698430580E0
3.985655635E0,-6.699034691E0,-4.438036919E0,1.048958778E0,8.103922013E0
3.990655635E0,-7.941436291E0,-3.750492811E0,-4.937601089E-1,8.796385947E0
3.995655635E0,-8.605448723E0,-3.129410267E0,-1.711277008E0,9.315332809E0
4.000655635E0,-8.291491508E0,-2.649933338E0,-1.846982002E0,8.898444844E0
4.005655635E0,-7.522542477E0,-2.213868141E0,-5.836210251E-1,7.863235400E0
4.010655635E0,-6.198950768E0,-2.059719086E0,2.430763245E-1,6.536705549E0
4.015655635E0,-5.311283112E0,-1.863482237E0,5.094442368E-1,5.651710163E0
4.020655635E0,-4.772406101E0,-1.445866942E0,1.515464783E-1,4.988923486E0
4.025655635E0,-4.388235092E0,-8.991382122E-1,8.400917053E-3,4.479411493E0
4.030655635E0,-4.217034817E0,-4.029029906E-1,1.886796951E-1,4.240437889E0
4.035655635E0,-3.975785255E0,-8.386531472E-2,4.228019714E-1,3.999082807E0
4.040655635E0,-3.742917299E0,8.678565919E-2,5.924301147E-1,3.790505916E0
4.045655635E0,-3.626195669E0,1.623435318E-1,5.107564926E-1,3.665586263E0
4.050655635E0,-3.578460693E0,2.191762626E-1,2.307500839E-1,3.592584692E0
4.055655635E0,-3.493849754E0,2.567184567E-1,-3.731918335E-2,3.503467310E0
4.060655635E0,-3.379482508E0,3.128441870E-1,-7.987976074E-2,3.394871762E0
4.065655635E0,-3.173205614E0,3.388102651E-1,1.347837448E-1,3.194087181E0
4.070655635E0,-2.905522585E0,3.514103889E-1,5.221414566E-1,2.972908080E0
4.075655635E0,-2.722562551E0,3.367642462E-1,7.510433197E-1,2.844261428E0
4.080655635E0,-2.591573954E0,3.099948764E-1,6.480550766E-1,2.689298749E0
4.085655635E0,-2.483098269E0,2.748848498E-1,2.778396606E-1,2.513669344E0
4.090655635E0,-2.332268953E0,2.476608455E-1,-9.552192688E-2,2.347325884E0
4.095655635E0,-2.113915443E0,1.944600344E-1,-2.147073746E-1,2.133671124E0
4.100655635E0,-1.762324572E0,1.413041204E-1,-9.714126587E-2,1.770647106E0
4.105655635E0,-1.267024398E0,1.374393702E-1,1.603803635E-1,1.284508570E0
4.110655635E0,-3.891735375E-1,1.100515574E-1,3.510217667E-1,5.355218653E-1
4.115655635E0,2.732044756E-1,8.597001433E-2,4.605979919E-1,5.423855078E-1
4.120655635E0,3.089447916E-1,5.169241875E-2,4.254989624E-1,5.283638494E-1
4.125655635E0,6.850663573E-2,4.220244288E-2,3.200826645E-1,3.300410845E-1
4.130655635E0,-9.095363319E-2,8.129708469E-2,2.103443146E-1,2.431594334E-1
4.135655635E0,-4.287118092E-2,4.694115371E-2,1.062335968E-1,1.238022098E-1
4.140655635E0,1.264007576E-2,-1.291768253E-2,5.470466614E-2,5.761283307E-2
4.145655635E0,3.334331140E-2,1.579076797E-2,2.821922302E-2,4.644835106E-2
4.150655635E0,9.308710694E-3,6.509899348E-2,-2.022647858E-2,6.880146425E-2
4.155655635E0,-4.283497855E-2,2.230276912E-2,3.528594971E-3,4.842210116E-2
4.160655635E0,-1.332264394E-3,4.538454488E-2,9.350872040E-2,1.039490867E-1
4.165655635E0,8.972359449E-2,7.366884500E-2,2.519474030E-1,2.774074909E-1
4.170655635E0,-5.397740752E-3,7.583133876E-2,5.706110001E-1,5.756530560E-1
4.175655635E0,-1.612389684E-1,1.325386465E-1,6.658420563E-1,6.977894680E-1
4.180655635E0,-8.305570483E-2,1.003677398E-1,4.183235168E-1,4.381398156E-1
4.185655635E0,2.161175758E-2,-3.571945429E-2,3.608989716E-2,5.518539804E-2
4.190655635E0,4.383869469E-2,-6.448876858E-2,-2.316522598E-1,2.444246344E-1
4.195655635E0,-1.859798282E-2,-3.685016185E-2,-2.885303497E-1,2.914679778E-1
4.200655635E0,-1.662597433E-2,-3.942541033E-2,-1.182518005E-1,1.257548183E-1
4.205655635E0,7.870301604E-2,-3.684012592E-2,1.209783554E-1,1.489534225E-1
4.210655635E0,1.575850099E-1,-4.562827200E-2,2.712593079E-1,3.170119661E-1
4.215655635E0,1.463341415E-1,-3.782684356E-2,2.620038986E-1,3.024741211E-1
4.220655635E0,3.261552379E-2,-3.308977932E-2,1.385288239E-1,1.461127678E-1
4.225655635E0,-4.305946082E-2,-1.067135483E-2,3.495025635E-2,5.647579480E-2
4.230655635E0,-5.439177901E-2,1.945281029E-2,-2.736186981E-2,6.391830232E-2
4.235655635E0,-1.401065290E-2,3.054233640E-2,4.644393921E-3,3.392201501E-2
4.240655635E0,5.722270161E-2,3.636506200E-2,7.270145416E-2,9.941004351E-2
4.245655635E0,1.009651423E-1,9.388042241E-2,1.629018784E-1,2.134116108E-1
4.250655635E0,8.383963257E-2,1.420141160E-1,2.106189728E-1,2.675022333E-1
4.255655635E0,5.186647177E-3,1.721284986E-1,2.097377777E-1,2.713762273E-1
4.260655635E0,-1.587346941E-2,2.162459791E-1,1.886911392E-1,2.874345778E-1
4.265655635E0,1.785030961E-2,2.562204301E-1,1.195306778E-1,2.832933556E-1
4.270655635E0,6.481361389E-2,2.287538350E-1,1.017742157E-1,2.586254290E-1
4.275655635E0,1.996320039E-1,2.380348444E-1,1.421794891E-1,3.416555740E-1
4.280655635E0,5.404354334E-1,3.216347694E-1,2.060079575E-1,6.617844522E-1
4.285655635E0,9.460482597E-1,3.854802251E-1,2.248468399E-1,1.046020275E0
4.290655635E0,1.451592803E0,3.984553516E-1,1.029033661E-1,1.508799999E0
4.295655635E0,1.808995605E0,3.593024909E-1,2.083396912E-2,1.844450442E0
4.300655635E0,1.979226470E0,2.532284856E-1,3.255939484E-2,1.995625766E0
4.305655635E0,1.924975395E0,5.386247113E-2,1.410713196E-1,1.930889058E0
4.310655635E0,1.530112743E0,-2.190979272E-1,2.875375748E-1,1.572236231E0
4.315655635E0,5.679231286E-1,-6.590509415E-1,3.413295746E-1,9.345537448E-1
4.320655635E0,-1.326485872E0,-1.223675251E0,-3.970623016E-2,1.805137799E0
4.325655635E0,-4.129777908E0,-1.539817572E0,-3.592224121E-1,4.422119906E0
4.330655635E0,-6.374721050E0,-1.375253797E0,-4.864940643E-1,6.539500589E0
4.335655635E0,-6.581544876E0,-1.053058386E0,-5.338783264E-1,6.686605341E0
4.340655635E0,-4.978103161E0,-9.065668583E-1,-5.134191513E-1,5.085958491E0
4.345655635E0,-3.131881475E0,-1.054371476E0,-4.510650635E-1,3.335242192E0
4.350655635E0,-2.091735601E0,-1.459840059E0,-3.980798721E-1,2.581658074E0
4.355655635E0,-1.981701851E0,-1.943744302E0,-4.030370712E-1,2.804946170E0
4.360655635E0,-2.227912903E0,-2.318012953E0,-5.193634033E-1,3.256765005E0
4.365655635E0,-2.360739470E0,-2.438498497E0,-6.841659546E-1,3.462289534E0
4.370655635E0,-2.410134077E0,-2.285905600E0,-1.023187637E0,3.475776693E0
4.375655635E0,-2.552003622E0,-1.866072297E0,-1.424055099E0,3.467402664E0
4.380655635E0,-2.951428175E0,-1.221769452E0,-1.718053818E0,3.627031539E0
4.385655635E0,-4.116576672E0,-3.514204621E-1,-2.149435043E0,4.657227806E0
4.390655635E0,-5.051706314E0,4.973306060E-1,-2.449393272E0,5.636186815E0
4.395655635E0,-5.957051754E0,1.167956948E0,-2.765474319E0,6.670714898E0
4.400655635E0,-6.766918659E0,1.656883955E0,-3.188339233E0,7.661720410E0
4.405655635E0,-7.573943615E0,1.877931833E0,-3.351767540E0,8.492678935E0
4.410655635E0,-8.648943901E0,2.044602156E0,-3.587770462E0,9.584191435E0
4.415655635E0,-9.320872307E0,1.896222472E0,-3.666748047E0,1.019408463E1
4.420655635E0,-9.523378372E0,1.227824450E0,-3.165780067E0,1.011061086E1
4.425655635E0,-9.697170258E0,2.844267488E-1,-2.650697708E0,1.005694824E1
4.430655635E0,-9.003729820E0,-8.405985832E-1,-2.270902634E0,9.323666415E0
4.435655635E0,-5.625551224E0,-2.159330606E0,-1.015089989E0,6.110641777E0
4.440655635E0,-3.000374317E0,-3.368007183E0,-3.590984344E-1,4.524894487E0
4.445655635E0,-2.912620068E0,-4.322488785E0,9.941101074E-3,5.212232130E0
4.450655635E0,-3.743363857E0,-4.525918961E0,3.271169662E-1,5.882492747E0
4.455655635E0,-3.165137291E0,-4.293659687E0,7.746515274E-1,5.390147732E0
4.460655635E0,-1.825291753E0,-3.657526255E0,8.071260452E-1,4.166610222E0
4.465655635E0,1.323407292E-1,-2.841650724E0,-3.802204132E-2,2.844984813E0
4.470655635E0,1.734188914E0,-2.216404438E0,-1.231666565E0,3.071947648E0
4.475655635E0,2.916027308E0,-1.841035604E0,-2.266151428E0,4.126508167E0
4.480655635E0,3.592352390E0,-1.569865942E0,-3.153692245E0,5.031426195E0
4.485655635E0,3.863640785E0,-1.316568732E0,-3.721406937E0,5.523580626E0
4.490655635E0,3.817510605E0,-1.080645561E0,-4.117938042E0,5.718268598E0
4.495655635E0,3.422406673E0,-7.615430951E-1,-4.529180527E0,5.727677677E0
4.500655635E0,2.704298973E0,-4.280336201E-1,-4.842612267E0,5.563033280E0
4.505655635E0,1.724783421E0,-1.740558147E-1,-5.073210716E0,5.361216303E0
4.510655635E0,5.648605824E-1,-6.250900030E-2,-5.252824783E0,5.283478310E0
4.515655635E0,-7.703219652E-1,-5.099448562E-2,-5.368241310E0,5.423468552E0
4.520655635E0,-2.193366051E0,-9.514534473E-2,-5.295886040E0,5.732915159E0
4.525655635E0,-3.601703644E0,-2.069400549E-1,-5.077521324E0,6.228668888E0
4.530655635E0,-4.738112450E0,-2.655253410E-1,-4.915772438E0,6.832644580E0
4.535655635E0,-5.470176697E0,-1.643943191E-1,-5.020110130E0,7.426396455E0
4.540655635E0,-6.057113647E0,-6.330996752E-2,-5.429139137E0,8.134382931E0
4.545655635E0,-6.401462555E0,-3.040611744E-3,-5.813451767E0,8.647251213E0
4.550655635E0,-6.622323990E0,4.711282253E-2,-6.022100449E0,8.951150119E0
4.555655635E0,-6.685279369E0,1.145637631E-1,-6.086606026E0,9.041728707E0
4.560655635E0,-6.605093956E0,1.336899996E-1,-6.246272087E0,9.091812480E0
4.565655635E0,-6.294534683E0,1.823181510E-1,-6.621535301E0,9.137786194E0
4.570655635E0,-6.018527985E0,2.066079378E-1,-7.128294945E0,9.331556931E0
4.575655635E0,-5.783427715E0,1.597350836E-1,-7.627931595E0,9.573865042E0
4.580655635E0,-5.526595116E0,-4.532229900E-2,-7.881761551E0,9.626394591E0
4.585655635E0,-5.358503819E0,-4.543296099E-1,-7.822176933E0,9.492440705E0
4.590655635E0,-5.211758137E0,-9.620206356E-1,-7.771512032E0,9.406609689E0
4.595655635E0,-4.936511040E0,-1.370759368E0,-7.989528656E0,9.491084798E0
4.600655635E0,-4.583745480E0,-1.670148373E0,-8.348698616E0,9.669585658E0
4.605655635E0,-4.141091347E0,-1.847153306E0,-8.603551865E0,9.725313237E0
4.610655635E0,-3.588904381E0,-1.859712958E0,-8.697758675E0,9.591129908E0
4.615655635E0,-3.082386017E0,-1.791572571E0,-8.654495239E0,9.360081393E0
4.620655635E0,-2.583076477E0,-1.682265520E0,-8.527920723E0,9.067950883E0
4.625655635E0,-2.018899918E0,-1.545904636E0,-8.344923973E0,8.723733956E0
4.630655635E0,-1.321056366E0,-1.442873955E0,-8.062780380E0,8.296716376E0
4.635655635E0,-4.793863297E-1,-1.346832752E0,-7.667662621E0,7.799796137E0
4.640655635E0,3.401069641E-1,-1.218375444E0,-7.331172943E0,7.439503222E0
4.645655635E0,1.015327692E0,-9.602753520E-1,-7.169089317E0,7.304030443E0
4.650655635E0,1.629739523E0,-7.138358951E-1,-6.995102882E0,7.217830487E0
4.655655635E0,2.194168568E0,-7.119186521E-1,-6.650290489E0,7.039003300E0
4.660655635E0,2.535231113E0,-9.798039794E-1,-6.363806725E0,6.919931262E0
4.665655635E0,2.770067692E0,-1.316976428E0,-6.160143852E0,6.881502322E0
4.670655635E0,2.963568687E0,-1.604367375E0,-5.781536102E0,6.692002222E0
4.675655635E0,3.030023098E0,-1.840401173E0,-5.160633087E0,6.261010327E0
4.680655635E0,3.019980431E0,-1.982083321E0,-4.525743484E0,5.790620880E0
4.685655635E0,3.069808245E0,-1.943477869E0,-4.006191254E0,5.408363639E0
4.690655635E0,3.169366837E0,-1.811200738E0,-3.575776100E0,5.109942170E0
4.695655635E0,3.140769482E0,-1.636700630E0,-3.172692299E0,4.754913071E0
4.700655635E0,2.944765568E0,-1.502579451E0,-2.752546310E0,4.301848492E0
4.705655635E0,2.550791740E0,-1.465273380E0,-2.369522095E0,3.777327036E0
4.710655635E0,1.993985653E0,-1.478359818E0,-1.981357574E0,3.176051696E0
4.715655635E0,1.391726494E0,-1.583517075E0,-1.588253021E0,2.639503101E0
4.720655635E0,9.023351669E-1,-1.712056398E0,-1.336455345E0,2.351905346E0
4.725655635E0,4.988923073E-1,-1.796469450E0,-1.043332577E0,2.136524955E0
4.730655635E0,1.204586029E-1,-1.855820656E0,-7.369794846E-1,2.000429789E0
4.735655635E0,-2.798447609E-1,-2.093323231E0,-3.490524292E-1,2.140596374E0
4.740655635E0,-7.934608459E-1,-2.504037857E0,1.026620865E-1,2.628749742E0
4.745655635E0,-1.215833187E0,-2.952352524E0,2.621421814E-1,3.203647029E0
4.750655635E0,-1.153981209E0,-3.279865026E0,1.908426285E-1,3.482184391E0
4.755655635E0,-5.319113731E-1,-3.334714651E0,-1.075077057E-2,3.376887190E0
4.760655635E0,2.125806808E-1,-2.989809513E0,-1.893639565E-1,3.003333178E0
4.765655635E0,4.350938797E-1,-2.319659710E0,-3.572726250E-1,2.387000541E0
4.770655635E0,2.289237976E-1,-1.507671118E0,-7.173347473E-1,1.685244031E0
4.775655635E0,1.159267426E-1,-9.056710005E-1,-1.373160839E0,1.649014755E0
4.780655635E0,3.993525505E-1,-7.318511009E-1,-2.048883438E0,2.212015334E0
4.785655635E0,8.106884956E-1,-9.783562422E-1,-2.512105465E0,2.815150199E0
4.790655635E0,1.356396198E0,-1.355667591E0,-2.810465813E0,3.402405524E0
4.795655635E0,2.191815853E0,-1.702298641E0,-3.043877125E0,4.119109776E0
4.800655635E0,2.752743244E0,-2.120566845E0,-3.309129238E0,4.798409677E0
4.805655635E0,3.203698635E0,-2.437262297E0,-3.581255436E0,5.387886686E0
4.810655635E0,3.563546181E0,-2.673011303E0,-3.775708199E0,5.839505391E0
4.815655635E0,3.939356804E0,-2.893542290E0,-3.812902927E0,6.199140888E0
4.820655635E0,4.138066769E0,-3.182334900E0,-3.860748768E0,6.492783151E0
4.825655635E0,4.457902908E0,-3.401463985E0,-4.070620060E0,6.929127164E0
4.830655635E0,4.887486458E0,-3.484783411E0,-4.284323692E0,7.374731778E0
4.835655635E0,5.320459843E0,-3.395959377E0,-4.452452660E0,7.724258393E0
4.840655635E0,5.648504257E0,-3.192668438E0,-4.589128017E0,7.947252862E0
4.845655635E0,5.706062794E0,-2.983731031E0,-4.717831135E0,7.982464162E0
4.850655635E0,5.497014046E0,-2.755069971E0,-4.780136585E0,7.788278355E0
4.855655635E0,5.225736141E0,-2.572362661E0,-4.742748737E0,7.511260444E0
4.860655635E0,4.984808922E0,-2.490500689E0,-4.548696995E0,7.193160503E0
4.865655635E0,4.698826790E0,-2.471298933E0,-4.387599468E0,6.887475641E0
4.870655635E0,4.324238300E0,-2.496723175E0,-4.254457951E0,6.559960057E0
4.875655635E0,3.982989788E0,-2.573839426E0,-4.067507267E0,6.247677361E0
4.880655635E0,3.797397614E0,-2.718573570E0,-3.913260460E0,6.092985994E0
4.885655635E0,3.817863464E0,-2.916808844E0,-3.680430889E0,6.052224946E0
4.890655635E0,3.917458057E0,-3.094328880E0,-3.428058147E0,6.055817989E0
4.895655635E0,3.938036919E0,-3.278108835E0,-3.129884243E0,6.004190843E0
4.900655635E0,3.936460018E0,-3.461850166E0,-2.787285805E0,5.937094088E0
4.905655635E0,4.082166195E0,-3.678191662E0,-2.344041824E0,5.973918883E0
4.910655635E0,4.197715759E0,-3.881816149E0,-1.745154381E0,5.977865674E0
4.915655635E0,4.146447182E0,-4.017146111E0,-1.130385399E0,5.882878399E0
4.920655635E0,3.863202572E0,-4.059161186E0,-6.393995285E-1,5.640031507E0
4.925655635E0,3.518090248E0,-4.013652325E0,-2.224864960E-1,5.341897062E0
4.930655635E0,3.255913734E0,-3.926000595E0,1.086497307E-1,5.101593837E0
4.935655635E0,3.089235783E0,-3.828769207E0,4.046092033E-1,4.936249585E0
4.940655635E0,2.992402077E0,-3.618714809E0,6.062984467E-1,4.734676849E0
4.945655635E0,2.756000519E0,-3.344306469E0,6.376132965E-1,4.380236904E0
4.950655635E0,2.351641178E0,-3.040227652E0,5.623149872E-1,3.884507504E0
4.955655635E0,2.089652061E0,-2.764842272E0,3.446679115E-1,3.482785451E0
4.960655635E0,2.031933784E0,-2.656218052E0,9.833765030E-2,3.345731540E0
4.965655635E0,2.134445190E0,-2.750816345E0,-2.008399963E-1,3.487575596E0
4.970655635E0,2.291686058E0,-2.879029274E0,-4.789261818E-1,3.710795715E0
4.975655635E0,2.585021973E0,-2.885771036E0,-7.274827957E-1,3.941984816E0
4.980655635E0,2.631429195E0,-2.777996540E0,-9.376730919E-1,3.939659276E0
4.985655635E0,2.426960468E0,-2.663053989E0,-1.191931248E0,3.795088110E0
4.990655635E0,2.158557892E0,-2.643308163E0,-1.324431419E0,3.660678735E0
4.995655635E0,1.817143440E0,-2.819681644E0,-1.419759750E0,3.642572251E0
5.000655635E0,1.425904274E0,-3.141900778E0,-1.577619076E0,3.793893178E0
5.005655635E0,1.215433121E0,-3.444219828E0,-2.028957367E0,4.178109128E0
5.010655635E0,1.584319592E0,-3.617008209E0,-2.475494862E0,4.660567751E0
5.015655635E0,2.242012024E0,-3.656215668E0,-2.541172504E0,4.985186919E0
5.020655635E0,2.684694767E0,-3.660976410E0,-2.423335552E0,5.146152880E0
5.025655635E0,2.698596954E0,-3.618718624E0,-2.366881371E0,5.097026332E0
5.030655635E0,2.377537727E0,-3.615195274E0,-2.420519829E0,4.957947031E0
5.035655635E0,1.886800766E0,-3.693690300E0,-2.468292475E0,4.826575691E0
5.040655635E0,1.599491119E0,-3.852065325E0,-2.067249537E0,4.655136921E0
5.045655635E0,1.430499077E0,-3.982025862E0,-1.582398176E0,4.517393226E0
5.050655635E0,1.152920723E0,-3.998385906E0,-1.328284502E0,4.368140997E0
5.055655635E0,8.461513519E-1,-3.949528217E0,-1.080611706E0,4.181204002E0
5.060655635E0,6.959543228E-1,-3.970570564E0,-7.450435162E-1,4.099374692E0
5.065655635E0,7.081975937E-1,-4.053650856E0,-3.933997154E-1,4.133810885E0
5.070655635E0,8.298368454E-1,-4.144613266E0,-1.721620560E-1,4.230376826E0
5.075655635E0,1.015436172E0,-4.210849762E0,-2.648591995E-3,4.331555535E0
5.080655635E0,1.255335808E0,-4.263406754E0,9.895110130E-2,4.445480453E0
5.085655635E0,1.430025101E0,-4.272563934E0,6.862068176E-2,4.506049618E0
5.090655635E0,1.557918549E0,-4.272810936E0,-6.601643562E-2,4.548448270E0
5.095655635E0,1.734926224E0,-4.297740459E0,-1.785845757E-1,4.638149902E0
5.100655635E0,1.855565071E0,-4.403942108E0,-3.073861599E-1,4.788769579E0
5.105655635E0,1.534909248E0,-4.666172028E0,-3.926701546E-1,4.927808604E0
5.110655635E0,8.650074005E-1,-4.987267971E0,-4.838426113E-1,5.084799238E0
5.115655635E0,1.612939835E-1,-5.169733047E0,-6.325626373E-1,5.210786027E0
